,prix
1938,182000.0
935,290000.0
2481,238000.0
566,115000.0
1858,190000.0
3331,380000.0
2543,255000.0
1647,630000.0
3270,200000.0
1796,185000.0
1432,590000.0
3169,330000.0
1013,350000.0
1932,305000.0
3067,290000.0
126,340000.0
2789,150000.0
1348,500000.0
355,250000.0
827,360000.0
1641,350000.0
984,185000.0
2192,120000.0
3540,300000.0
2512,268677.0
362,400000.0
2373,540000.0
345,240000.0
2731,415000.0
3530,350000.0
711,200000.0
2822,150000.0
2768,430000.0
10,250000.0
3317,155000.0
2120,135000.0
1838,345000.0
793,280000.0
3918,256000.0
94,130000.0
129,350000.0
2408,135000.0
3125,365000.0
4152,220000.0
2267,260000.0
1904,210000.0
2960,190000.0
3288,170000.0
1936,200000.0
4238,360000.0
1869,170000.0
1660,270000.0
516,267000.0
1861,175000.0
2247,395000.0
1277,640000.0
4131,120000.0
950,255000.0
1120,210000.0
2701,200000.0
2208,315000.0
419,220000.0
922,160000.0
2979,200000.0
477,180000.0
2039,280000.0
2942,230000.0
1696,390000.0
2998,610000.0
1473,144000.0
2705,190000.0
1202,200000.0
2506,260000.0
2734,290000.0
1671,165000.0
3940,190000.0
1974,190000.0
2155,510000.0
820,140000.0
2001,130000.0
4093,400000.0
1248,390000.0
2973,180000.0
3726,170000.0
2194,240000.0
3649,115000.0
1046,420000.0
1892,105000.0
2547,250000.0
615,105000.0
1318,280000.0
4117,398040.0
4167,320000.0
4184,260000.0
2140,215000.0
3385,480000.0
1776,195000.0
4218,407000.0
131,250000.0
3555,118000.0
77,165000.0
2056,147000.0
724,360000.0
1314,480000.0
1855,360000.0
4175,230000.0
3774,250000.0
3440,220000.0
1373,160000.0
1859,155000.0
1319,350000.0
2660,105000.0
4101,275000.0
3374,530000.0
2924,170000.0
375,185000.0
1912,315000.0
333,440000.0
3072,480000.0
3636,310000.0
2397,338000.0
1606,320000.0
1118,220000.0
4032,345000.0
1947,395000.0
3083,155000.0
2414,475000.0
3494,487200.0
1342,250000.0
320,200000.0
1621,225000.0
3366,650000.0
2064,295000.0
2223,347000.0
1675,350000.0
1946,120000.0
260,150000.0
3218,240000.0
2043,490000.0
689,350000.0
901,115000.0
2311,307000.0
2030,300000.0
138,320000.0
1921,360000.0
1832,280000.0
1575,280000.0
319,240000.0
653,260000.0
2141,125000.0
3170,260000.0
558,220000.0
2191,350000.0
112,210000.0
531,107000.0
224,420000.0
723,310000.0
3334,128000.0
3578,545000.0
1435,380000.0
2411,250000.0
3183,180000.0
3290,120000.0
1460,230000.0
3818,435000.0
846,165000.0
193,105000.0
1466,125000.0
2729,512000.0
946,195000.0
2025,163000.0
2645,340000.0
1631,382000.0
117,150000.0
645,300000.0
1874,680000.0
3,200000.0
74,595000.0
1759,135000.0
467,190000.0
5,140000.0
1246,670000.0
919,260000.0
2699,500000.0
228,209000.0
1063,300000.0
2694,380000.0
242,275000.0
3107,165000.0
1160,160000.0
3484,110000.0
3985,495000.0
2665,165000.0
2793,560000.0
1528,200000.0
1607,270000.0
3955,315000.0
4262,200000.0
2843,295000.0
3838,470000.0
3533,120000.0
1993,250000.0
3214,350000.0
2391,470000.0
1979,620000.0
1765,350000.0
1305,450000.0
2888,178000.0
1543,150000.0
3634,135000.0
2550,350000.0
2756,150000.0
622,130000.0
4207,320000.0
1495,150000.0
110,240000.0
2279,90000.0
3086,690000.0
1169,135000.0
3387,480000.0
232,170000.0
66,245000.0
4246,284000.0
2076,198000.0
2196,135000.0
536,140000.0
125,380000.0
2137,190000.0
1254,210000.0
3438,190000.0
1980,297000.0
4142,95000.0
3947,490000.0
2079,260000.0
484,155000.0
1656,350000.0
4031,380000.0
3087,360000.0
3454,280000.0
3301,220000.0
1778,380000.0
2467,208000.0
3798,560000.0
918,310000.0
1648,180000.0
1026,130000.0
1030,350000.0
882,440000.0
1335,135000.0
2895,90000.0
3478,180000.0
2848,180000.0
364,190000.0
2129,108000.0
27,320000.0
473,180000.0
525,95000.0
725,220000.0
55,580000.0
638,170000.0
302,145000.0
2925,180000.0
3640,350000.0
1276,360000.0
3686,327000.0
624,350000.0
2059,320000.0
1280,260000.0
1049,210000.0
336,330000.0
47,350000.0
106,550000.0
2449,160000.0
1079,390000.0
2290,550000.0
2265,340000.0
1144,160000.0
3275,385000.0
2300,380500.0
3030,260000.0
1840,450000.0
1757,150000.0
1101,185000.0
1972,320000.0
3093,120000.0
3885,110000.0
523,100000.0
2284,391000.0
2825,390000.0
1430,242000.0
2685,380000.0
3639,175000.0
603,230000.0
1491,250000.0
3213,265000.0
3876,244000.0
60,320000.0
3895,250000.0
671,270000.0
92,240000.0
666,185000.0
1891,310000.0
280,250000.0
1723,180000.0
359,330000.0
899,540000.0
1939,250000.0
1998,275000.0
3880,200000.0
760,240000.0
2162,190000.0
3664,420000.0
42,110000.0
2177,410294.0
204,330000.0
1475,275000.0
2104,550000.0
2697,245833.0
68,490000.0
1879,177000.0
3017,150000.0
3264,240000.0
2235,148000.0
137,265000.0
796,295000.0
2184,281000.0
2132,350000.0
758,445000.0
541,638000.0
1019,210000.0
3441,450000.0
165,241000.0
248,440000.0
1331,430000.0
2021,450000.0
446,210000.0
2561,227000.0
3110,155000.0
1359,580000.0
3034,218000.0
2149,169000.0
1329,260000.0
4266,250000.0
2951,130000.0
4160,180000.0
2154,560000.0
434,310000.0
2126,165000.0
577,559000.0
3102,200000.0
3281,195000.0
4092,490000.0
3884,275000.0
2517,490000.0
1852,260000.0
762,290000.0
388,350000.0
235,200000.0
3637,380000.0
1988,355000.0
267,210000.0
770,350000.0
2169,205000.0
437,450000.0
673,120000.0
249,200000.0
2205,210000.0
1576,300000.0
2146,470000.0
2085,380000.0
3658,320000.0
3573,279000.0
3882,95000.0
448,320000.0
1471,260000.0
716,120000.0
3292,215000.0
3650,140000.0
2052,420000.0
1905,340000.0
3963,340000.0
1168,160000.0
82,148000.0
3328,380000.0
2863,215000.0
1462,250000.0
2995,290000.0
1897,630000.0
1670,95000.0
2908,486500.0
2004,375000.0
475,325000.0
517,370000.0
3614,140000.0
404,190000.0
384,330000.0
3401,320000.0
2156,540000.0
1635,420000.0
4077,606000.0
688,320000.0
3359,245000.0
3073,380000.0
1240,240000.0
62,220000.0
852,220000.0
3897,240000.0
3418,170000.0
1262,176000.0
223,360000.0
2197,250000.0
373,165000.0
1828,335000.0
3517,315000.0
4095,132000.0
3620,250000.0
3777,240000.0
3070,486000.0
9,450000.0
2579,220000.0
1948,185000.0
1842,550000.0
708,350000.0
255,320000.0
3138,400000.0
1619,170000.0
389,370000.0
1583,195000.0
3173,490000.0
924,170000.0
4244,90000.0
3268,486000.0
2596,200000.0
2040,279700.0
3873,280000.0
1224,180000.0
3233,175000.0
2643,187000.0
1950,290000.0
739,400000.0
40,130000.0
868,260000.0
2945,180000.0
539,280000.0
2894,398000.0
4229,480000.0
2862,215000.0
1372,250000.0
1145,250000.0
1031,210000.0
372,273000.0
667,120000.0
3247,320000.0
357,250000.0
967,150000.0
3015,574000.0
2949,250000.0
1354,189000.0
1035,430000.0
3246,190000.0
470,400000.0
3612,180000.0
1397,430000.0
3662,159900.0
1551,170000.0
1256,273000.0
2098,240000.0
1557,115000.0
3605,170000.0
1250,240000.0
1703,225000.0
1252,205000.0
3920,340000.0
3948,250000.0
3141,200000.0
79,230000.0
1172,319000.0
814,160000.0
1856,200000.0
2224,125000.0
2858,205000.0
3671,450000.0
2109,140000.0
133,280000.0
1140,119000.0
933,450000.0
928,120000.0
823,165000.0
1533,250000.0
1214,150000.0
504,280000.0
4240,675000.0
2441,110000.0
2000,175000.0
2500,243000.0
1962,265000.0
1385,290000.0
894,375000.0
828,135000.0
4276,300000.0
2614,210000.0
1687,210000.0
3585,227000.0
3552,160000.0
3482,200000.0
652,240000.0
172,370000.0
38,220000.0
4082,500000.0
713,414000.0
90,350000.0
4222,450000.0
1205,110000.0
3130,130000.0
3413,320000.0
3601,399000.0
1831,330000.0
1155,220000.0
1324,180000.0
216,380000.0
510,190000.0
1682,220000.0
499,265000.0
3424,290000.0
1860,230000.0
1389,235000.0
1521,420000.0
2429,670000.0
4065,399000.0
2080,290000.0
1542,260000.0
1217,130000.0
2807,180000.0
4088,535000.0
3216,170000.0
1418,388800.0
2221,420000.0
3489,236000.0
1678,240000.0
1197,320000.0
1544,325000.0
3178,205000.0
2632,165000.0
953,540000.0
3322,129000.0
2744,200000.0
750,250000.0
2839,175000.0
234,430000.0
732,450000.0
4283,230000.0
1156,140000.0
3584,180000.0
2514,150000.0
3204,130000.0
1209,180000.0
1065,428000.0
2160,490000.0
1062,220000.0
2722,279000.0
1167,180000.0
1494,212000.0
3146,305000.0
3219,500000.0
3340,295000.0
3414,190000.0
3395,170000.0
884,470000.0
143,320000.0
4204,407700.0
850,340000.0
2948,250000.0
717,130000.0
4234,490000.0
2586,350000.0
264,450000.0
75,260000.0
2573,254500.0
395,595000.0
3534,190000.0
2228,250000.0
3333,165000.0
3979,110000.0
396,245000.0
1366,340000.0
3462,220000.0
1907,520000.0
595,220000.0
2113,315000.0
1296,185000.0
1825,310000.0
872,210000.0
4073,370000.0
4161,340000.0
2341,220000.0
1550,490000.0
36,120000.0
2844,200000.0
3504,180000.0
2147,285000.0
3549,331000.0
977,195000.0
1573,280000.0
1122,330000.0
2952,240000.0
2243,255000.0
3186,380000.0
2588,87000.0
1896,340000.0
675,565600.0
2983,250000.0
3306,250000.0
728,248000.0
412,90000.0
3406,395000.0
1518,238000.0
1651,535000.0
825,150000.0
616,120000.0
114,200000.0
417,160000.0
3307,210000.0
1627,195000.0
3245,175000.0
2772,90000.0
4198,220000.0
89,390000.0
3097,370000.0
3657,239000.0
2086,239000.0
753,160000.0
2640,182000.0
1632,329000.0
11,570000.0
2513,250000.0
284,241000.0
1066,620000.0
1191,650000.0
1442,240000.0
3988,285000.0
3982,560000.0
2884,335000.0
3829,255000.0
1570,345000.0
2492,270000.0
2883,300000.0
3589,178000.0
1691,225000.0
851,590000.0
2211,120000.0
895,157000.0
496,145000.0
2310,120000.0
1786,200000.0
335,350000.0
3028,400000.0
3330,155000.0
515,210000.0
1349,200000.0
1015,420000.0
2993,420000.0
3997,510000.0
3991,150000.0
2984,400000.0
3581,230000.0
4278,220000.0
1785,320000.0
2673,200000.0
1789,240000.0
2074,180000.0
356,640000.0
4067,350000.0
1312,210000.0
1637,180000.0
550,200000.0
2434,450000.0
2558,310000.0
2612,100000.0
2269,410000.0
3177,430000.0
1227,270000.0
3769,290000.0
3294,230000.0
957,145000.0
1777,295000.0
2145,257000.0
1008,275000.0
3371,392000.0
1092,280000.0
3747,130000.0
2893,490000.0
4052,500000.0
996,450000.0
1681,240000.0
153,305000.0
3407,265000.0
4125,392000.0
3112,324000.0
3024,320000.0
580,390000.0
1472,420000.0
703,155000.0
1212,275000.0
896,615000.0
487,305000.0
559,180000.0
1141,210000.0
1119,425000.0
3041,220000.0
512,270000.0
633,490000.0
3847,190000.0
1666,270000.0
1012,240000.0
1935,260778.0
1150,220000.0
3027,295000.0
3993,190000.0
116,200000.0
740,200000.0
3916,300000.0
1978,165000.0
1081,620000.0
1814,450000.0
830,320000.0
119,480000.0
656,230000.0
3869,80000.0
3797,240000.0
4187,320000.0
635,450000.0
369,320000.0
268,120000.0
2837,211000.0
3205,145000.0
3069,327000.0
3120,147000.0
46,630000.0
3941,250000.0
991,250000.0
876,155000.0
773,220000.0
1219,330000.0
1126,190000.0
4,390000.0
3285,300000.0
1597,170000.0
3377,198000.0
2317,330000.0
3273,490000.0
4099,650000.0
2572,276000.0
3284,210000.0
1077,265000.0
837,500000.0
681,392000.0
1719,235000.0
2376,138000.0
2723,550000.0
2390,360000.0
2201,80000.0
1148,130000.0
3548,580000.0
574,200000.0
50,115000.0
853,300000.0
1986,220000.0
2937,420000.0
1827,275000.0
833,145000.0
1115,175000.0
1166,110000.0
2608,395000.0
1910,230000.0
971,330000.0
2835,185000.0
399,155000.0
2659,250000.0
2401,140000.0
19,130000.0
684,170000.0
35,630000.0
3166,350000.0
4034,270000.0
3074,320000.0
524,285000.0
2525,320000.0
920,630000.0
1845,385000.0
1894,125000.0
537,155000.0
2981,90000.0
1709,220000.0
4186,160000.0
3362,330000.0
3532,190000.0
245,600000.0
3449,330000.0
784,540000.0
1410,480000.0
2630,330000.0
154,400000.0
3236,120000.0
1690,120000.0
3105,330000.0
3677,110000.0
625,380000.0
2877,250000.0
4105,300000.0
1346,376000.0
569,145000.0
4188,130000.0
1762,320000.0
1820,295000.0
2069,280000.0
127,690000.0
3635,580000.0
4261,140000.0
2010,457000.0
3195,550000.0
980,214000.0
4257,255000.0
190,265000.0
1139,180000.0
992,420000.0
699,210000.0
3870,230000.0
606,415000.0
180,130000.0
301,245000.0
2638,165000.0
3942,235600.0
1060,350000.0
4014,250000.0
4107,240000.0
2668,680000.0
1069,100000.0
2615,428000.0
2209,305000.0
1243,275000.0
3526,392000.0
16,550000.0
3373,435000.0
4264,680000.0
546,140000.0
658,400000.0
3821,198000.0
3304,410000.0
3877,290000.0
1506,246000.0
959,630000.0
3134,100000.0
2346,350000.0
797,110000.0
3663,280000.0
225,330000.0
2078,100000.0
3669,444000.0
1803,630000.0
2564,160000.0
4236,270000.0
3792,385000.0
2281,290000.0
2089,223000.0
1697,140000.0
2965,180000.0
1045,265000.0
469,120000.0
954,170000.0
4260,160000.0
2880,388864.0
4114,426930.0
639,340000.0
3945,155000.0
1218,200000.0
1158,160000.0
1417,160000.0
3837,680000.0
1529,260000.0
4174,420000.0
1300,250000.0
4091,160000.0
3038,520000.0
1605,395000.0
160,365000.0
1708,230000.0
956,398000.0
3516,165000.0
3068,200000.0
4165,120000.0
877,172820.0
1923,295000.0
3179,165000.0
1888,550000.0
2204,135000.0
98,200000.0
4030,200000.0
2655,180000.0
3457,165000.0
3598,380000.0
253,330000.0
103,350000.0
1447,350000.0
1445,256000.0
1650,160000.0
586,330000.0
627,458000.0
1700,190000.0
3465,320000.0
2105,165000.0
2203,360000.0
403,85000.0
1154,282000.0
2259,580000.0
3060,650000.0
1685,335000.0
3443,285000.0
3995,160000.0
2060,595000.0
3298,490000.0
4056,200000.0
3357,239000.0
452,225000.0
2305,345000.0
1327,250000.0
3158,200000.0
2053,195000.0
880,145000.0
4168,160000.0
623,135000.0
2439,250000.0
3934,150000.0
1791,300000.0
262,370000.0
1636,520000.0
3690,315000.0
1440,235000.0
2202,275000.0
1973,185000.0
2610,500000.0
1806,135000.0
640,160000.0
4277,165000.0
2427,120000.0
2702,170000.0
4035,195000.0
1963,210000.0
3196,159000.0
488,160000.0
1847,130000.0
1738,250000.0
3116,320000.0
3500,185000.0
146,600000.0
1536,175000.0
1990,440000.0
1370,260000.0
2519,400000.0
4194,130000.0
3226,245072.0
2986,150000.0
659,240000.0
1798,450000.0
3760,175000.0
2601,355000.0
3722,120000.0
186,180000.0
1147,240000.0
3563,340000.0
608,220000.0
2195,180000.0
2967,180000.0
1934,539994.0
3260,350000.0
197,220000.0
3139,295000.0
2342,180000.0
293,260000.0
766,292500.0
400,120000.0
122,100000.0
3541,527000.0
202,240000.0
3890,260000.0
835,420000.0
2298,275000.0
1441,165000.0
1737,120000.0
1699,185000.0
4181,365000.0
1711,290000.0
4163,180000.0
1153,240000.0
1663,150000.0
3845,177000.0
2497,185055.0
4005,640000.0
1763,350000.0
854,265000.0
1591,210000.0
2271,135000.0
641,285000.0
1,385000.0
2164,230000.0
698,105000.0
4195,352100.0
3223,130000.0
1638,350000.0
3458,200000.0
3824,250000.0
3823,160000.0
3980,175000.0
1291,130000.0
4072,230000.0
2568,150000.0
1522,380000.0
1857,185000.0
1136,173000.0
3606,512000.0
4145,395000.0
1633,329000.0
3809,205000.0
2002,265000.0
663,236000.0
683,335000.0
1257,150000.0
4024,165000.0
317,140000.0
648,365000.0
1436,340000.0
1481,375000.0
709,130000.0
3781,273000.0
1282,145000.0
1772,345000.0
972,240000.0
2797,300000.0
2806,650000.0
1306,240000.0
1401,275000.0
1409,370000.0
3596,300000.0
2241,250000.0
3604,440000.0
1498,165000.0
3758,180000.0
2042,320000.0
1531,250000.0
1665,480000.0
1355,240000.0
4177,120000.0
4206,175000.0
4038,150000.0
1645,330000.0
1051,350000.0
795,305000.0
2827,350000.0
3295,245000.0
1599,420000.0
2708,270000.0
2870,187000.0
2733,450000.0
1823,430000.0
3419,180000.0
3618,80000.0
1726,180000.0
1183,260000.0
2676,380000.0
1059,330000.0
540,553000.0
3525,205000.0
1680,220000.0
2964,270000.0
4123,597023.0
3850,335000.0
2625,390000.0
1761,280000.0
1927,99000.0
95,135000.0
1020,210000.0
563,356000.0
3615,450000.0
2958,125000.0
863,164740.0
4061,240000.0
1486,170000.0
3147,215000.0
4036,160000.0
1885,370000.0
1038,150000.0
206,350000.0
392,150000.0
3031,260000.0
870,380000.0
397,430000.0
2989,250000.0
4112,160000.0
3588,355000.0
1028,150000.0
2823,290000.0
1487,235000.0
2782,680000.0
960,95000.0
1572,380000.0
2936,270000.0
1899,315000.0
2874,220000.0
2150,198000.0
804,145000.0
1755,330000.0
4060,180000.0
2524,280000.0
502,360000.0
3372,190000.0
3353,400000.0
3199,395000.0
779,135000.0
1867,158000.0
200,550000.0
2186,170000.0
3343,165000.0
2092,340000.0
3302,250000.0
2282,365000.0
3953,160000.0
1800,300000.0
378,425000.0
2352,630000.0
418,450000.0
1702,150000.0
391,203000.0
2752,425000.0
1524,180000.0
1162,147000.0
3389,195000.0
1497,380000.0
2829,475000.0
2031,255000.0
1152,225000.0
1368,630000.0
2672,160000.0
64,130000.0
2066,350000.0
1180,220000.0
3365,450000.0
492,150000.0
379,300000.0
2239,235000.0
763,201000.0
2268,165000.0
791,250000.0
1076,220000.0
878,275840.0
337,235000.0
2927,340000.0
2367,110000.0
1016,285000.0
1275,170000.0
3917,165000.0
455,340000.0
3653,258000.0
815,185000.0
2328,175000.0
995,240000.0
1985,197000.0
201,200000.0
161,128000.0
1581,265000.0
2943,490000.0
2518,260000.0
702,285000.0
1502,260000.0
1129,190000.0
2719,485000.0
3828,175000.0
1021,140000.0
3311,239000.0
3825,408000.0
1587,205000.0
1959,280000.0
3412,250000.0
2257,210000.0
34,365000.0
775,220000.0
2654,300000.0
3878,560000.0
1480,395000.0
3228,320000.0
1391,80000.0
2143,255000.0
1364,255000.0
3160,280000.0
2718,255000.0
3755,240000.0
3004,250000.0
2045,180000.0
241,240000.0
2065,500000.0
2392,380000.0
600,572000.0
2501,244000.0
1297,135000.0
2218,187000.0
3088,430000.0
2072,180000.0
646,256000.0
3946,280000.0
3477,400000.0
1530,250000.0
3078,306748.0
1267,176000.0
4051,350000.0
1903,299000.0
562,465000.0
4239,170000.0
2879,340000.0
3232,210000.0
189,310000.0
1810,215000.0
975,435000.0
2896,180000.0
3935,392000.0
2051,339150.0
4192,195000.0
2656,255000.0
1082,280000.0
474,450000.0
4044,350000.0
3108,380000.0
747,370000.0
2304,219000.0
21,365000.0
3710,270000.0
459,110000.0
1184,160000.0
2336,222000.0
955,450000.0
1215,200000.0
2498,350000.0
3047,420000.0
3857,275000.0
1517,600000.0
2437,90000.0
769,550000.0
3701,250000.0
1689,360000.0
130,200000.0
4172,250000.0
3126,275000.0
3444,285380.0
3805,435000.0
2139,259000.0
1484,170000.0
330,165000.0
1238,180000.0
466,210000.0
2173,145000.0
1640,370000.0
3335,105000.0
4214,185000.0
1095,210000.0
1130,220000.0
1294,100000.0
860,273820.0
3886,520000.0
3448,412500.0
