id,titre,url,region,ville,quartier,adresse,type_appartement,nombre_pieces,nombre_chambres,nombre_sdb,prix,prix_text,prix_m2,surface,surface_text,etage,etage_immeuble,meuble,immeuble,residence,description_courte,description_complete,equipements,equipements_detaille,images,caracteristiques,localisation,informations_supplementaires,contact_info,date_scraping,page_source,is_valid
8271910,A Vendre Appartement S2 au Lac 1,https://www.mubawab.tn/fr/a/8271910/a-vendre-appartement-s2-au-lac-1,,La Marsa,Les Berges Du Lac 1,"Les Berges Du Lac 1, La Marsa",S2,3,2,1,318000.0,318 000 TND,318000.0,85.0,"85
						m²",,,False,,,Agence VALIMO met à votre disposition un Appartement S2 au Lac 1. Cet appartement se compose comme suit : Salon Cuisine aménagée Deux chambres à coucher Salle de bain avec baignoire Pour plus d'informations n'hésitez pas à nous contacter sur le 216 48 048 148,Agence VALIMO met à votre disposition un Appartement S2 au Lac 1.Cet appartement se compose comme suit :SalonCuisine aménagéeDeux chambres à coucherSalle de bain avec baignoirePour plus d'informations n'hésitez pas à nous contacter sur le 216 48 048 148,Concierge; Climatisation; Chauffage central; Cuisine équipée; Chauffage,Concierge; Climatisation; Chauffage central; Cuisine équipée,https://www.mubawab-media.com/banner/888F/eden%20top%20%281%29-1_81829738.jpg; https://www.mubawab-media.com/banner/889F/side%20eden%20%281%29_81829740.jpg; https://www.mubawab-media.com/banner/890F/side%20eden%20%281%29_81829741.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/271/910F/h/5480aac6-1122-4ac5-9025-6bbcba78a934_81628875.avif; https://www.mubawab-media.com/ad/8/271/910F/h/08f52940-6474-4d54-9f33-a39563428da5_81628876.avif; https://www.mubawab-media.com/ad/8/271/910F/h/5900c391-71a2-4182-9153-df5d96ce2025_81628877.avif; https://www.mubawab-media.com/ad/8/271/910F/h/36486cbc-3f91-4c8c-98ad-13bd892e239b_81628878.avif; https://www.mubawab-media.com/ad/8/271/910F/h/e992b7e3-1173-4937-b6ba-e6f6eaf7e840_81628879.avif; https://www.mubawab-media.com/ad/8/271/910F/h/ff5b79f5-6ac5-4a36-b74a-515de947ec05_81628880.avif,"{""type de bien"": ""Appartement"", ""etat"": ""Bon état / habitable"", ""années"": ""5-10 ans""}","{""latitude"": ""36.876389"", ""longitude"": ""10.325278""}","{""cuisine"": ""Équipée"", ""chauffage"": ""Central"", ""climatisation"": ""Oui""}","{""formulaire_contact"": ""Disponible""}",2026-01-31T18:00:08.896534,search,True
8199253,À VENDRE – Appartement S1 à la Marsa,https://www.mubawab.tn/fr/a/8199253/%C3%A0-vendre-%E2%80%93-appartement-s1-%C3%A0-la-marsa,,La Marsa,La Marsa,"La Marsa, La Marsa",Studio/S1,2,1,1,0,Prix à consulter,0,50.0,"50
						m²",,,False,,,L’agence immobilière CENTURY 21 Excellence la Marsa vous propose à la vente un appartement S1 situé à la Marsa stade. * Composition: – Un salon lumineux donnant sur une terrasse – Une chambre à coucher avec dressing – Une cuisine équipée et aménagée – Une salle de douche – Chauffage central,"L’agence immobilière CENTURY 21 Excellence la Marsa vous propose à la vente un appartement S1 situé à la Marsa stade.* Composition:– Un salon lumineux donnant sur une terrasse– Une chambre à coucher avec dressing– Une cuisine équipée et aménagée– Une salle de douche– Chauffage central et climatisation par système split– Une place de parking au sous-solPour plus d’informations ou pour organiser une visite, n’hésitez pas à nous contacter !Tel / WhatsApp : 26 447 474 / 28 447 166Email : excellence@century21.tn",Terrasse; Garage; Ascenseur; Concierge; Climatisation; Chauffage central; Sécurité; Double vitrage; Porte blindée; Cuisine équipée; Four; Parking; Chauffage,Terrasse; Garage; Ascenseur; Concierge; Climatisation; Chauffage central; Sécurité; Double vitrage; Porte blindée; Cuisine équipée; Four,https://www.mubawab-media.com/banner/888F/eden%20top%20%281%29-1_81829738.jpg; https://www.mubawab-media.com/banner/889F/side%20eden%20%281%29_81829740.jpg; https://www.mubawab-media.com/banner/890F/side%20eden%20%281%29_81829741.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/199/253F/h/PcXMf7TAdBq4di1Z-thumb_81406278.avif; https://www.mubawab-media.com/ad/8/199/253F/h/76hnhlNd6CvCavWf-thumb_81406279.avif; https://www.mubawab-media.com/ad/8/199/253F/h/bEG2OK2AfSLwFlsj-thumb_81406280.avif; https://www.mubawab-media.com/ad/8/199/253F/h/90WKC3jxdOXF7aFB-thumb_81406281.avif; https://www.mubawab-media.com/ad/8/199/253F/h/EP5z6ND30Vis3ZFu-thumb_81406282.avif,"{""type de bien"": ""Appartement"", ""etat"": ""Bon état / habitable""}","{""latitude"": ""36.876389"", ""longitude"": ""10.325278""}","{""ascenseur"": ""Oui"", ""parking"": ""Oui"", ""cuisine"": ""Équipée"", ""chauffage"": ""Central"", ""climatisation"": ""Oui""}","{""formulaire_contact"": ""Disponible""}",2026-01-31T18:00:08.903597,search,True
8271702,À vendre: Un appartement S2 à Cité Wahat,https://www.mubawab.tn/fr/a/8271702/%C3%A0-vendre-un-appartement-s2-%C3%A0-cit%C3%A9-wahat,,La Marsa,Aouina,"Aouina, La Marsa",S2,3,2,1,280000.0,280 000 TND,280000.0,90.0,"90
						m²",,,True,,,"REO Immobilier vous propose à la vente un appartement S2( richement meublé ), idéalement situé à Cité Wahat Caractéristiques : Un spacieux salon Une Cuisine séparée trés bien équipée avec un séchoir Deux chambres à coucher avec dressings Une salle d'eau avec une douche à l'italienne","REO Immobilier vous propose à la vente un appartement S2( richement meublé ), idéalement situé à Cité WahatCaractéristiques :Un spacieux salonUne Cuisine séparée trés bien équipée avec un séchoirDeux chambres à coucher avec dressingsUne salle d'eau avec une douche à l'italienneSuperficie : 90 m²LE PRIX DE VENTE : 280 000 MDT MeublePour plus d’informations, contactez-nous :53 700 831 / 50 700 517 / 54 289 100",Ascenseur; Concierge; Meublé; Antenne parabolique; Climatisation; Chauffage central; Sécurité; Double vitrage; Cuisine équipée; Réfrigérateur; Chauffage,Ascenseur; Concierge; Meublé; Antenne parabolique; Climatisation; Chauffage central; Sécurité; Double vitrage; Cuisine équipée; Réfrigérateur,https://www.mubawab-media.com/banner/888F/eden%20top%20%281%29-1_81829738.jpg; https://www.mubawab-media.com/banner/889F/side%20eden%20%281%29_81829740.jpg; https://www.mubawab-media.com/banner/890F/side%20eden%20%281%29_81829741.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/271/702F/h/WhatsApp%20Image%202025-12-13%20at%202.50.02%20PM%20%281%29_81626728.avif; https://www.mubawab-media.com/ad/8/271/702F/h/WhatsApp%20Image%202025-12-13%20at%202.50.01%20PM%20%287%29_81626729.avif; https://www.mubawab-media.com/ad/8/271/702F/h/WhatsApp%20Image%202025-12-13%20at%202.50.01%20PM%20%284%29_81626730.avif; https://www.mubawab-media.com/ad/8/271/702F/h/WhatsApp%20Image%202025-12-13%20at%202.50.01%20PM_81626731.avif; https://www.mubawab-media.com/ad/8/271/702F/h/WhatsApp%20Image%202025-12-13%20at%202.50.02%20PM_81626732.avif; https://www.mubawab-media.com/ad/8/271/702F/h/WhatsApp%20Image%202025-12-13%20at%202.50.01%20PM%20%282%29_81626733.avif,"{""type de bien"": ""Appartement"", ""etat"": ""Bon état / habitable"", ""années"": ""1-5 ans"", ""étage du bien"": ""1er""}","{""latitude"": ""36.876389"", ""longitude"": ""10.325278""}","{""ascenseur"": ""Oui"", ""meuble"": ""Oui"", ""cuisine"": ""Équipée"", ""chauffage"": ""Central"", ""climatisation"": ""Oui""}","{""formulaire_contact"": ""Disponible""}",2026-01-31T18:00:08.909631,search,True
8271522,S1 hay el wahat,https://www.mubawab.tn/fr/a/8271522/s1-hay-el-wahat,,La Marsa,Aouina,"Aouina, La Marsa",Studio/S1,2,1,1,269000.0,269 000 TND,269000.0,77.0,"77
						m²",,,False,,,Un magnifique s1 à hay el wahat de 77 mètres carrés pratiquement neuf. Veuillez contacter :,Un magnifique s1 à hay el wahat de 77 mètres carrés pratiquement neuf.Veuillez contacter :,,,https://www.mubawab-media.com/banner/888F/eden%20top%20%281%29-1_81829738.jpg; https://www.mubawab-media.com/banner/889F/side%20eden%20%281%29_81829740.jpg; https://www.mubawab-media.com/banner/890F/side%20eden%20%281%29_81829741.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/271/522F/h/received_896479338758548_81624932.avif; https://www.mubawab-media.com/ad/8/271/522F/h/received_159314650561338_81624933.avif; https://www.mubawab-media.com/ad/8/271/522F/h/received_886084449574855_81624934.avif; https://www.mubawab-media.com/ad/8/271/522F/h/received_681023273800792_81624935.avif; https://www.mubawab-media.com/ad/8/271/522F/h/received_1087747408772490_81624936.avif; https://www.mubawab-media.com/ad/8/271/522F/h/received_664253272496460_81624937.avif,"{""type de bien"": ""Appartement"", ""etat"": ""Project neuf"", ""années"": ""1-5 ans"", ""étage du bien"": ""2ème"", ""type du sol"": ""Marbre""}","{""latitude"": ""36.86007252271676"", ""longitude"": ""10.27186925002678""}",{},"{""formulaire_contact"": ""Disponible""}",2026-01-31T18:00:08.912652,search,True
8271223,S2 en vente,https://www.mubawab.tn/fr/a/8271223/s2-en-vente,,La Marsa,Gammarth,"Gammarth, La Marsa",S2,2,0,0,250000.0,250 000 TND,250000.0,94.0,"94
						m²",,,False,,,"un appartement S2 situé sur la route du Relais, dans une résidence sécurisée et calme.Dès l’entrée, la partie nuit comprend deux chambres à coucher, dont une avec dressing, qui partagent une salle de douche moderne.L’appartement dispose également d’un salon lumineux avec balcon et d’une salle à mang","un appartement S2 situé sur la route du Relais, dans une résidence sécurisée et calme.Dès l’entrée, la partie nuit comprend deux chambres à coucher, dont une avec dressing, qui partagent une salle de douche moderne.L’appartement dispose également d’un salon lumineux avec balcon et d’une salle à manger conviviale, idéale pour les repas en famille ou entre amis.La cuisine est entièrement équipée avec four, plaque, hotte, lave-vaisselle et lave-linge, offrant un confort optimal au quotidien.L’appartement est par ailleurs doté de chauffage central et de climatisation, assurant un confort optimal en toutes saisons.",Terrasse; Climatisation; Chauffage central; Sécurité; Four; Machine à laver; Chauffage; Balcon,Terrasse; Climatisation; Chauffage central; Sécurité; Four; Machine à laver,https://www.mubawab-media.com/banner/888F/eden%20top%20%281%29-1_81829738.jpg; https://www.mubawab-media.com/banner/889F/side%20eden%20%281%29_81829740.jpg; https://www.mubawab-media.com/banner/890F/side%20eden%20%281%29_81829741.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/271/223F/h/gallery_81621578.avif; https://www.mubawab-media.com/ad/8/271/223F/h/gallery_81621579.avif; https://www.mubawab-media.com/ad/8/271/223F/h/gallery_81621580.avif; https://www.mubawab-media.com/ad/8/271/223F/h/gallery_81621581.avif; https://www.mubawab-media.com/ad/8/271/223F/h/gallery_81621582.avif; https://www.mubawab-media.com/ad/8/271/223F/h/gallery_81621583.avif,"{""type de bien"": ""Appartement""}","{""latitude"": ""36.917739"", ""longitude"": ""10.288893""}","{""cuisine"": ""Standard"", ""chauffage"": ""Central"", ""climatisation"": ""Oui""}","{""formulaire_contact"": ""Disponible""}",2026-01-31T18:00:08.912652,search,True
8263427,Appartement S3 avec jardin à Gammarth supérieur,https://www.mubawab.tn/fr/a/8263427/appartement-s3-avec-jardin-%C3%A0-gammarth-sup%C3%A9rieur,,La Marsa,Gammarth Supérieur,"Gammarth Supérieur, La Marsa",S3,3,3,1,580000.0,580 000 TND,580000.0,199.0,"199
						m²",,,False,,,"22Estates vous propose à la vente un très bel appartement S3 situé à Gammarth Supérieur. À l’entrée, vous trouverez un jardin bien entretenu offrant une première entrée indépendante, ainsi qu’un accès direct depuis la résidence. La partie jour se compose d’un salon lumineux et d’une cuisine am","22Estates vous propose à la vente un très bel appartement S3 situé à Gammarth Supérieur.À l’entrée, vous trouverez un jardin bien entretenu offrant une première entrée indépendante, ainsi qu’un accès direct depuis la résidence.La partie jour se compose d’un salon lumineux et d’une cuisine américaine entièrement équipée.La partie nuit comprend deux suites avec douche à l’italienne, une chambre à coucher supplémentaire ainsi qu’une salle d’eau avec douche à l’italienne.L’appartement bénéficie également d'un cellier. Pour toute information complémentaire, veuillez contacter le 27 320 200.",Jardin; Concierge; Climatisation; Chauffage central; Sécurité; Double vitrage; Porte blindée; Cuisine équipée; Chauffage,Jardin; Concierge; Climatisation; Chauffage central; Sécurité; Double vitrage; Porte blindée; Cuisine équipée,https://www.mubawab-media.com/banner/888F/eden%20top%20%281%29-1_81829738.jpg; https://www.mubawab-media.com/banner/889F/side%20eden%20%281%29_81829740.jpg; https://www.mubawab-media.com/banner/890F/side%20eden%20%281%29_81829741.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/263/427F/h/thumb_1218043_property_large_81532900.avif; https://www.mubawab-media.com/ad/8/263/427F/h/thumb_1218033_property_large_81532901.avif; https://www.mubawab-media.com/ad/8/263/427F/h/thumb_1218042_property_large_81532902.avif; https://www.mubawab-media.com/ad/8/263/427F/h/thumb_1218035_property_large_81532903.avif; https://www.mubawab-media.com/ad/8/263/427F/h/thumb_1218041_property_large_81532904.avif; https://www.mubawab-media.com/ad/8/263/427F/h/thumb_1218040_property_large_81532905.avif,"{""type de bien"": ""Appartement"", ""etat"": ""Bon état / habitable""}","{""latitude"": ""36.876389"", ""longitude"": ""10.325278""}","{""cuisine"": ""Équipée"", ""chauffage"": ""Central"", ""climatisation"": ""Oui""}","{""formulaire_contact"": ""Disponible""}",2026-01-31T18:00:08.928788,search,True
8244620,A vendre un Appt S3 neuf à la Nouvelle Soukra,https://www.mubawab.tn/fr/a/8244620/a-vendre-un-appt-s3-neuf-%C3%A0-la-nouvelle-soukra,,La Marsa,Aouina,"Aouina, La Marsa",S3,4,3,0,560000.0,560 000 TND,560000.0,153.0,"153
						m²",,,False,,,"Agence immobilière Immoliv vous propose à la vente un appartement S3 direct promoteur d’une superficie couverte de 153m² situé au 1er étage dans une résidence nouvellement construite à la Nouvelle Soukra. Cet appartement contient un salon lumineux avec un balcon, une cuisine équipée, un séchoir, u","Agence immobilière Immoliv vous propose à la vente un appartement S3 direct promoteur d’une superficie couverte de 153m² situé au 1er étage dans une résidence nouvellement construite à la Nouvelle Soukra.Cet appartement contient un salon lumineux avec un balcon, une cuisine équipée, un séchoir, une salle d’eau invitée, une suite avec sa propre salle de douche, deux chambres à coucher et une salle de bain commune.Il est doté du chauffage central, de la climatisation en split, des dressings et une place de parking au sous-sol.",Terrasse; Garage; Ascenseur; Concierge; Climatisation; Chauffage central; Cuisine équipée; Four; Chauffage; Balcon,Terrasse; Garage; Ascenseur; Concierge; Climatisation; Chauffage central; Cuisine équipée; Four,https://www.mubawab-media.com/banner/888F/eden%20top%20%281%29-1_81829738.jpg; https://www.mubawab-media.com/banner/889F/side%20eden%20%281%29_81829740.jpg; https://www.mubawab-media.com/banner/890F/side%20eden%20%281%29_81829741.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/244/620F/h/s%2B3-08_81330945.avif; https://www.mubawab-media.com/ad/8/244/620F/h/s%2B3-06_81330946.avif; https://www.mubawab-media.com/ad/8/244/620F/h/s%2B3-04_81330947.avif; https://www.mubawab-media.com/ad/8/244/620F/h/s%2B3-03_81330948.avif; https://www.mubawab-media.com/ad/8/244/620F/h/s%2B3-02_81330949.avif; https://www.mubawab-media.com/ad/8/244/620F/h/s%2B3-05_81330950.avif,"{""type de bien"": ""Appartement"", ""etat"": ""Bon état / habitable"", ""étage du bien"": ""1er""}","{""latitude"": ""36.876389"", ""longitude"": ""10.325278""}","{""ascenseur"": ""Oui"", ""parking"": ""Oui"", ""cuisine"": ""Équipée"", ""chauffage"": ""Central"", ""climatisation"": ""Oui""}","{""formulaire_contact"": ""Disponible""}",2026-01-31T18:00:08.928788,search,True
8269968,A vendre un appartement s1 a cite wahat,https://www.mubawab.tn/fr/a/8269968/a-vendre-un-appartement-s1-a-cite-wahat,,La Marsa,Aouina,"Aouina, La Marsa",Studio/S1,3,1,1,190000.0,190 000 TND,190000.0,60.0,"60
						m²",,,False,,,"Alwided IMMO a le plaisir de vous proposer un appartement S1 haut standing dans une résidence élégante et moderne, offrant un cadre de vie serein et raffiné à Cité Wahat L'aouina . *Etage : 4éme étage . *Superficie : 60 m² . Caractéristiques du bien : - Salon spacieux avec kitchenette bien équ","Alwided IMMO a le plaisir de vous proposer un appartement S1 haut standing dans une résidence élégante et moderne, offrant un cadre de vie serein et raffiné à Cité Wahat L'aouina .*Etage : 4éme étage .*Superficie : 60 m² .Caractéristiques du bien :- Salon spacieux avec kitchenette bien équipée et balcon .- Une chambre à coucher.- Placard au couloir .- Salle de douche .- Chauffage central .""À saisir ! S1 à Cité Wahat, déjà loué 800 DT/mois. Un investissement rentable et sûr pour un revenu immédiat."" Idéal pour une vie confortable, sécurisée et proche de toutes commodités.",Terrasse; Ascenseur; Concierge; Antenne parabolique; Chauffage central; Sécurité; Cuisine équipée; Chauffage; Balcon,Terrasse; Ascenseur; Concierge; Antenne parabolique; Chauffage central; Sécurité; Cuisine équipée,https://www.mubawab-media.com/banner/888F/eden%20top%20%281%29-1_81829738.jpg; https://www.mubawab-media.com/banner/889F/side%20eden%20%281%29_81829740.jpg; https://www.mubawab-media.com/banner/890F/side%20eden%20%281%29_81829741.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/269/968F/h/0bafe3ab-e031-4149-ba8c-6e116b7d0e3b_81608381.avif; https://www.mubawab-media.com/ad/8/269/968F/h/4bd7b1fc-3fa4-4de5-b146-4fabaa67534c_81608382.avif; https://www.mubawab-media.com/ad/8/269/968F/h/8497955e-24af-412a-b299-1658c858d036_81608383.avif; https://www.mubawab-media.com/ad/8/269/968F/h/aa0bbf75-6472-4a6c-91e4-76de925c53e1_81608384.avif; https://www.mubawab-media.com/ad/8/269/968F/h/bb43a37c-6b3f-4a9b-98b7-b02b4b10eff4_81608385.avif; https://www.mubawab-media.com/ad/8/269/968F/h/f91e279c-1415-49ca-94b8-55e5d2e78cda_81608386.avif,"{""type de bien"": ""Appartement"", ""etat"": ""Bon état / habitable"", ""étage du bien"": ""4ème""}","{""latitude"": ""36.876389"", ""longitude"": ""10.325278""}","{""ascenseur"": ""Oui"", ""cuisine"": ""Équipée"", ""chauffage"": ""Central""}","{""formulaire_contact"": ""Disponible""}",2026-01-31T18:00:08.944842,search,True
8269944,Nouvelle residence a cite wahat laouina,https://www.mubawab.tn/fr/a/8269944/nouvelle-residence-a-cite-wahat-laouina,,La Marsa,Aouina,"Aouina, La Marsa",S3,3,1,1,0,Prix à consulter,0,50.0,"50
						m²",,,False,,,"Dans le cadre d’un projet ambitieux et raffiné, nous vous présentons notre toute nouvelle .. résidence haut standing à L'aouina, pensée pour répondre aux exigences de confort, de sécurité et de bien-être de ses futurs résidents . Un cadre de vie exceptionnel : Située dans un quartier en plein esso","Dans le cadre d’un projet ambitieux et raffiné, nous vous présentons notre toute nouvelle .. résidence haut standing à L'aouina, pensée pour répondre aux exigences de confort, de sécurité et de bien-être de ses futurs résidents .Un cadre de vie exceptionnel :Située dans un quartier en plein essor, la résidence se distingue par son architecture contemporaine et élégante, et par la qualité de ses prestations .Composée de blocs résidentiels R7, elle propose des appartements lumineux et bien agencés, offrant des espaces de vie optimisés et des finitions de grande qualité .- S1 : Idéal pour jeunes couples ou investisseurs .- S2 : Alliant praticité et confort, parfait pour les petites familles .- S3 : Offrant des volumes généreux et des espaces de vie spacieux.Prix du mètre carré à partir de 3700 DTRemise des clés prévue pour le 1er trimestre 2026",Ascenseur; Concierge; Antenne parabolique; Chauffage central; Sécurité; Cuisine équipée; Four; Chauffage,Ascenseur; Concierge; Antenne parabolique; Chauffage central; Sécurité; Cuisine équipée; Four,https://www.mubawab-media.com/banner/888F/eden%20top%20%281%29-1_81829738.jpg; https://www.mubawab-media.com/banner/889F/side%20eden%20%281%29_81829740.jpg; https://www.mubawab-media.com/banner/890F/side%20eden%20%281%29_81829741.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/269/944F/h/a729cb19-a944-4623-af2e-e0857d4ed39a_81608046.avif; https://www.mubawab-media.com/ad/8/269/944F/h/05f91080-831e-469c-ae7a-468e631f8bbe_81608047.avif; https://www.mubawab-media.com/ad/8/269/944F/h/5cd281ce-9289-4184-9070-f3a4b17cf7ec_81608048.avif; https://www.mubawab-media.com/ad/8/269/944F/h/8a830cf2-9a33-49d7-9c25-ea6071c1a9a3_81608049.avif; https://www.mubawab-media.com/ad/8/269/944F/h/14dc2da9-3401-404b-9c18-785cc72de239_81608050.avif; https://www.mubawab-media.com/ad/8/269/944F/h/9960d521-46f4-4e08-80b6-213f135d4008_81608051.avif,"{""type de bien"": ""Appartement"", ""etat"": ""Bon état / habitable"", ""années"": ""Moins d'un an""}","{""latitude"": ""36.876389"", ""longitude"": ""10.325278""}","{""ascenseur"": ""Oui"", ""cuisine"": ""Équipée"", ""chauffage"": ""Central""}","{""formulaire_contact"": ""Disponible""}",2026-01-31T18:00:08.944842,search,True
8176026,A vendre S3 avec vue lac au lac 2,https://www.mubawab.tn/fr/a/8176026/a-vendre-s3-avec-vue-lac-au-lac-2,,La Marsa,Les Berges Du Lac 2,"Les Berges Du Lac 2, La Marsa",S3,3,4,1,950000.0,950 000 TND,950000.0,200.0,"200
						m²",4,,False,,,"Agence Immobilière le Carré 9 vous propose à la vente un appartement s3 d’une superficie de 200m² situé au 4ème étage d’une résidence gardée et sécurisée aux Berges du Lac 2. La partie jour contient un spacieux salon donnant sur balcon avec vue sur le Lac, une cuisine bien équipée avec un séchoir","Agence Immobilière le Carré 9 vous propose à la vente un appartement s3 d’une superficie de 200m² situé au 4ème étage d’une résidence gardée et sécurisée aux Berges du Lac 2.La partie jour contient un spacieux salon donnant sur balcon avec vue sur le Lac, une cuisine bien équipée avec un séchoir, une chambre de service et une salle d’eau invités.La partie nuit loge une suite parentale sa propre salle de bain (baignoire et douche italienne), deux chambres à coucher avec dressings et une salle de bain commune (baignoire et douche italienne).L’appartement est doté de la climatisation et du chauffage centrale ainsi une place de parking au sous-sol.Pour plus d’informations veuillez nous contacter au 28177388 ou bien 23219610.",Terrasse; Garage; Ascenseur; Façade extérieure; Climatisation; Chauffage central; Porte blindée; Cuisine équipée; Four; Micro-ondes; Chauffage; Balcon,Terrasse; Garage; Ascenseur; Façade extérieure; Climatisation; Chauffage central; Porte blindée; Cuisine équipée; Four; Micro-ondes,https://www.mubawab-media.com/banner/888F/eden%20top%20%281%29-1_81829738.jpg; https://www.mubawab-media.com/banner/889F/side%20eden%20%281%29_81829740.jpg; https://www.mubawab-media.com/banner/890F/side%20eden%20%281%29_81829741.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/176/026F/h/thumb_1122990_property_large_80622085.avif; https://www.mubawab-media.com/business/6/558F/s/logo-le-carre-9.avif; https://www.mubawab-media.com/ad/8/295/297F/m/gallery_81880810.avif; https://www.mubawab-media.com/ad/8/270/712F/m/cdLgfhYgsuREgstb-thumb_81616469.avif; https://www.mubawab-media.com/ad/8/259/059F/m/2651bb31-7f87-42fe-87d8-905d166639bf_1_81478337.avif; https://www.mubawab-media.com/ad/8/094/410F/m/image_1_79792946.avif; https://www.mubawab-media.com/assets/common/banks/atijjaribank.png,"{""type de bien"": ""Appartement"", ""etat"": ""Bon état / habitable""}","{""latitude"": ""36.876389"", ""longitude"": ""10.325278""}","{""etage"": ""4"", ""ascenseur"": ""Oui"", ""parking"": ""Oui"", ""cuisine"": ""Équipée"", ""chauffage"": ""Central"", ""climatisation"": ""Oui""}","{""formulaire_contact"": ""Disponible""}",2026-01-31T18:00:08.960820,search,True
8269699,A Vendre Appartement S2 aux Jardins de l'Aouina,https://www.mubawab.tn/fr/a/8269699/a-vendre-appartement-s2-aux-jardins-de-l-aouina,,La Marsa,Aouina,"Aouina, La Marsa",S2,3,2,1,235000.0,235 000 TND,235000.0,100.0,"100
						m²",,,False,,,"Novum Immo Vous Propose à la vente d'un appartement S2 au 7éme étage situe aux Jardin De L'Aouina. d'une superficie total 100m² sis dans une résidence calme et sécurisé proche de toutes les commodités aux Jardins de l'aouina . L'appartement se compose d'un salon une salle spacieux ,une cuisine","Novum Immo Vous Propose à la vente d'un appartement S2 au 7éme étage situe aux Jardin De L'Aouina.d'une superficie total 100m² sis dans une résidence calme et sécurisé proche de toutes les commodités aux Jardins de l'aouina .L'appartement se compose d'un salon une salle spacieux ,une cuisine équipée avec séchoir ,deux chambres à coucher et une salle de bainl'appartement est équipée de la climatisation en split et du chauffage central.pour plus d'informations contactez nous sur : 55028101",Jardin; Terrasse; Garage; Ascenseur; Concierge; Façade extérieure; Climatisation; Chauffage central; Sécurité; Porte blindée; Cuisine équipée; Chauffage,Jardin; Terrasse; Garage; Ascenseur; Concierge; Façade extérieure; Climatisation; Chauffage central; Sécurité; Porte blindée; Cuisine équipée,https://www.mubawab-media.com/banner/888F/eden%20top%20%281%29-1_81829738.jpg; https://www.mubawab-media.com/banner/889F/side%20eden%20%281%29_81829740.jpg; https://www.mubawab-media.com/banner/890F/side%20eden%20%281%29_81829741.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/269/699F/h/Untitled%20design%20%283%29_81605664.avif; https://www.mubawab-media.com/ad/8/269/699F/h/Untitled%20design%20%281%29_81605665.avif; https://www.mubawab-media.com/ad/8/269/699F/h/Untitled%20design_81605666.avif; https://www.mubawab-media.com/ad/8/269/699F/h/Untitled%20design%20%282%29_81605667.avif; https://www.mubawab-media.com/ad/8/269/699F/h/Untitled%20design%20%284%29_81605668.avif; https://www.mubawab-media.com/ad/8/269/699F/h/Untitled%20design%20%286%29_81605669.avif,"{""type de bien"": ""Appartement"", ""etat"": ""Bon état / habitable"", ""années"": ""5-10 ans"", ""étage du bien"": ""7ème""}","{""latitude"": ""36.876389"", ""longitude"": ""10.325278""}","{""ascenseur"": ""Oui"", ""parking"": ""Oui"", ""cuisine"": ""Équipée"", ""chauffage"": ""Central"", ""climatisation"": ""Oui""}","{""formulaire_contact"": ""Disponible""}",2026-01-31T18:00:08.960820,search,True
